Added_Sugars,Alcohol,Calories,Display_Name,Drkgreen_Vegetables,Drybeans_Peas,Factor,Food_Code,Fruits,Grains,Increment,Meats,Milk,Multiplier,Oils,Orange_Vegetables,Other_Vegetables,Portion_Amount,Portion_Default,Portion_Display_Name,Saturated_Fats,Solid_Fats,Soy,Starchy_vegetables,Vegetables,Whole_Grains
2.14029,0,363.81,"Meat & veggie pizza, thick crust",0,0,0.125,58106730,0,3.01636,1,0.23621,0.47241,1,0.17587,0,0.4344,1,2,big slice (1/8 lg pizza),5.6472,115.2599,0,0,0.43576,0
4.69838,0,798.64,"Meat & veggie pizza, thick crust",0,0,1,58106730,0,6.62156,0.5,0.51852,1.03704,0.5,0.38608,0,0.9536,1,2,"small pizza (8"" across)",12.3968,253.01988,0,0,0.95658,0
0,0,737.76,Meat & cheese calzone or stromboli,0,0,0.5,58108010,0,4.93112,0.25,0.87768,1.13208,0.5,0,0,0,0.5,1,calzone or stromboli,13.3984,315.54504,0,0,0,0
0.24348,0,42,Pizza rolls or bites,0,0,1,58108050,0,0.30296,1,0.03472,0.07112,1,0.02654,0,0.03164,1,1,miniature roll,0.7826,15.15906,0,0,0.03164,0
0,0,100.48,Egg roll with vegetables,0,0,1,58110110,0,0.5888,0.5,0.14208,0,0.5,0.63872,0,0.19072,1,1,egg roll,1.2288,21.81312,0,0.0352,0.22656,0
0,0,20.41,Egg roll with vegetables,0,0,1,58110110,0,0.1196,1,0.02886,0,1,0.12974,0,0.03874,1,2,miniature egg roll,0.2496,4.43079,0,0.00715,0.04602,0
0,0,112.64,Egg roll with meat,0,0,1,58110130,0,0.57664,0.5,0.39104,0,0.5,0.62507,0,0.11904,1,1,egg roll,1.44,20.17152,0,0.03456,0.1536,0
0,0,22.88,Egg roll with meat,0,0,1,58110130,0,0.11713,1,0.07943,0,1,0.12697,0,0.02418,1,2,miniature egg roll,0.2925,4.09734,0,0.00702,0.0312,0
0,0,53.96,Fried wonton,0,0,1,58111110,0,0.33744,1,0.22211,0,1,0,0,0.0019,1,1,wonton,0.8208,15.63795,0,0.01881,0.02071,0
0,0,85.2,Fried wonton,0,0,1,58111110,0,0.5328,1,0.3507,0,1,0,0,0.003,1,2,pot sticker,1.296,24.6915,0,0.0297,0.0327,0
0.30671,0,41.44,"Steamed dumpling, meat filled",0,0,1,58112510,0,0.25493,1,0.60199,0,1,0.03799,0,0.03182,1,1,dumpling,0.2701,0.06327,0,0,0.03182,0
0,0,568.32,"Quiche (with meat, poultry or fish)",0,0,1,58125110,0,1.81824,1,0.86016,0.29568,1,0,0,0.00576,1,1,"piece (1/8 of 9"" quiche)",20.1792,371.07072,0,0,0.00576,0
0,0,334.48,"Quiche (with meat, poultry or fish)",0,0,1,58125110,0,1.07011,0.5,0.50624,0.17402,0.5,0,0,0.00339,1,2,individual quiche,11.8763,218.39058,0,0,0.00339,0
0,0,341.77,Spinach quiche,0.16016,0,1,58125120,0,0.96954,1,0.49621,0.33033,1,0,0,0.04147,1,1,"piece (1/8 of 9"" quiche)",12.0549,220.01265,0,0,0.20163,0
0,0,270.07,Spinach quiche,0.12656,0,1,58125120,0,0.76614,0.5,0.39211,0.26103,0.5,0,0,0.03277,1,2,individual quiche,9.5259,173.85615,0,0,0.15933,0
0,0,358.08,Meat and cheese turnover (Hot Pockets),0,0,1,58126130,0,1.95936,0.5,0.62208,0.22272,0.5,0,0,0,1,1,turnover,6.576,195.60096,0,0,0,0
18.91771,0,539.01,"Sausage, egg, and cheese croissant",0,0,1,58127330,0,1.75377,0.5,1.9239,0.3021,0.5,0.00707,0,0,1,1,croissant,17.0448,304.27353,0,0,0,0
6.86406,0,321.36,Meat lasagna,0,0,1,58130010,0,1.2566,0.5,0.6901,0.70452,0.5,0,0,0.3399,1,1,"piece (about 2-1/2"" x 4"")",6.3036,85.41378,0,0,0.34196,0
8.33018,0,390,Meat lasagna,0,0,1,58130010,0,1.525,0.5,0.8375,0.855,0.5,0,0,0.4125,1,2,cup,7.65,103.6575,0,0,0.415,0
7.15794,0,279.21,Spinach lasagna (vegetarian),0.21111,0,1,58130320,0,1.30752,0.5,0,0.73321,0.5,0,0.03632,0.46535,1,1,"piece (about 2-1/2"" x 4"")",4.9259,66.62223,0,0,0.71505,0
7.88319,0,307.5,Spinach lasagna (vegetarian),0.2325,0,1,58130320,0,1.44,0.5,0,0.8075,0.5,0,0.04,0.5125,1,2,cup,5.425,73.3725,0,0,0.7875,0
21.43911,0,104.165,Meat ravioli with tomato sauce,0,0,0.5,58131323,0,0.91239,0.25,0.23218,0.02008,0.5,0,0,0.19704,0.5,1,cup,0.7279,9.00211,0,0,0.19704,0
36.30128,0,176.375,Meat ravioli with tomato sauce,0,0,0.5,58131323,0,1.54487,0.25,0.39313,0.034,0.5,0,0,0.33362,0.5,2,can (15 oz),1.2325,15.24263,0,0,0.33362,0
5.63737,0,27.39,Meat ravioli with tomato sauce,0,0,1,58131323,0,0.23991,1,0.06105,0.00528,1,0,0,0.05181,1,2,piece,0.1914,2.36709,0,0,0.05181,0
0,0,185.2,Cheese ravioli (no sauce),0,0,0.5,58131510,0,1.2392,0.25,0.2128,0.2352,0.5,0,0,0.0032,0.5,1,cup,4.896,13.8644,0,0,0.0032,0
0,0,34.725,Cheese ravioli (no sauce),0,0,1,58131510,0,0.23235,1,0.0399,0.0441,1,0,0,0.0006,1,2,piece,0.918,2.59945,0,0,0.0006,0
3.42634,0,250.48,Spaghetti with tomato sauce (meatless),0,0,1,58132110,0,1.8724,0.5,0,0.00496,0.5,0.0259,0,0.5,1,1,cup,0.4712,18.57024,0,0,0.5,0
4.19223,0,349.68,Spaghetti with meat sauce,0.01488,0,1,58132310,0,1.7484,0.5,1.08624,0.10664,0.5,0.01929,0,0.35,1,1,cup,3.7944,81.40104,0.00248,0,0.35,0
0.16588,0,457.6,Cheese manicotti with tomato sauce,0,0,2,58133120,0,2.64836,0.5,0.5005,1.36994,0.25,0,0,0.35178,2,1,manicotti,11.2112,18.16386,0,0,0.34892,0
0.1363,0,376,Cheese manicotti with tomato sauce,0,0,1,58133120,0,2.1761,0.25,0.41125,1.12565,0.25,0,0,0.28905,1,2,cup,9.212,14.92485,0,0,0.2867,0
0,0,125.33,Fried rice (plain),0,0,0.5,58150110,0,0.68309,0.25,0.17098,0,0.5,0.7767,0,0.12284,0.5,1,cup,0.7553,3.60801,0,0.04233,0.16517,0
0,0,166.32,Chicken or pork fried rice,0,0,0.5,58150310,0,0.86031,0.25,0.44946,0,0.5,0.97614,0,0.08613,0.5,1,cup,1.1088,4.94505,0,0.02673,0.11286,0
0,0,161.37,Shrimp fried rice,0,0,0.5,58150510,0,0.86427,0.25,0.43362,0,0.5,0.98098,0,0.08613,0.5,1,cup,0.9801,4.55301,0,0.02673,0.11385,0
4.674,0,36.4,Nigiri sushi (with fish and veggies),0,0,1,58151130,0,0.23608,1,0.11388,0,1,0,0.00572,0.01456,1,1,piece,0.0234,0,0,0.02392,0.04394,0
7.46042,0,58.1,Nigiri sushi (with fish and veggies),0,0,0.25,58151130,0,0.37682,0.25,0.18177,0,1,0,0.00913,0.02324,0.25,2,cup,0.03735,0,0,0.03818,0.07014,0
4.10771,0,30.42,Maki sushi (rolled sushi with veggies),0.00884,0,1,58151140,0,0.2418,1,0,0,1,0,0.00182,0.02054,1,1,piece,0.0156,0,0,0,0.03094,0
6.55654,0,48.555,Maki sushi (rolled sushi with veggies),0.01411,0,0.25,58151140,0,0.38595,0.25,0,0,1,0,0.0029,0.03279,0.25,2,cup,0.0249,0,0,0,0.04938,0
0,0,195.98,Rice and beans,0,0.33341,0.5,58160110,0,0.66681,0.25,0,0,0.5,0,0,0,0.5,1,cup,1.0277,44.75155,0,0,0,0
0,0,126.36,Rice with tomato sauce,0,0,0.5,58161300,0,0.99265,0.25,0,0,0.5,0,0,0.16524,0.5,1,cup,0.30375,11.03341,0,0,0.16524,0
1.8406,0,208.6,Stuffed pepper (with rice and meat),0,0,1,58162110,0,0.35164,0.25,1.64943,0.03874,0.5,0,0,0.44998,0.5,1,pepper with filling,4.6786,66.95613,0,0,0.45147,0
2.44883,0,105.705,Spanish rice,0,0,0.5,58163410,0,0.66947,0.25,0,0,0.5,0.33858,0,0.25,0.5,1,cup,0.25515,0,0,0,0.25,0
0.33483,0,139.05,Rice with vegetables,0,0,0.5,58163610,0,0.8343,0.25,0.01133,0.00309,0.5,0,0,0.17819,0.5,1,cup,0.9476,40.6026,0.00618,0,0.17819,0
0,0,818.37,"Wrap sandwich (meat, vegetables, rice)",0.16021,0.12124,1,58200100,0.2598,5.14837,0.25,2.91409,0,0.25,0.03031,0,0.35073,1,1,wrap,8.85052,14.40158,0,0,0.51094,0
47.91907,0,110.2,Lucky Charms cereal,0,0,1,57305100,0,0.56347,0.5,0,0,0.5,0.00277,0,0,1,2,single serving box,0.232,0,0,0,0,0.49097
49.23759,0,194.59,Raisin bran cereal,0,0,1,57330000,0.17873,1.17303,0.25,0,0,0.25,0,0,0,1,1,cup,0.3355,0,0,0,0,0.63074
31.47977,0,124.41,Raisin bran cereal,0,0,1,57330000,0.11427,0.74997,0.5,0,0,0.5,0,0,0,1,2,single serving box,0.2145,0,0,0,0,0.40326
9.9928,0,124.41,Rice Chex cereal,0,0,1,57336000,0,1.07547,0.25,0,0,0.25,0,0,0,1,1,cup,0.132,0,0,0,0,0
8.50279,0,93.6,Rice Krispies cereal,0,0,1,57339000,0,0.86242,0.25,0,0,0.25,0,0,0,1,1,cup,0.0962,0,0,0,0,0
8.17576,0,90,Rice Krispies cereal,0,0,1,57339000,0,0.82925,0.5,0,0,0.5,0,0,0,1,2,single serving box,0.0925,0,0,0,0,0
12.83367,0,117.49,Special K cereal,0,0,1,57344000,0,0.92628,0.25,0,0,0.25,0,0,0,1,1,cup,0.1085,0.01674,0,0,0,0
8.69378,0,79.59,Special K cereal,0,0,1,57344000,0,0.62748,0.5,0,0,0.5,0,0,0,1,2,single serving box,0.0735,0.01134,0,0,0,0
53.98002,0,117.8,Corn Pops cereal,0,0,1,57347000,0,0.49414,0.25,0,0,0.25,0.00069,0,0,1,1,cup,0.0713,0.01395,0,0,0,0
48.75615,0,106.4,Corn Pops cereal,0,0,1,57347000,0,0.44632,0.5,0,0,0.5,0.00062,0,0,1,2,single serving box,0.0644,0.0126,0,0,0,0
58.75772,0,150.47,Frosted Flakes cereal,0,0,1,57349000,0,0.87904,0.25,0,0,0.25,0,0,0,1,1,cup,0.0697,0,0,0,0,0
45.85969,0,117.44,Frosted Flakes cereal,0,0,1,57349000,0,0.68608,0.5,0,0,0.5,0,0,0,1,2,single serving box,0.0544,0,0,0,0,0
21.24609,0,106.92,Total cereal,0,0,1,57406100,0,0.96459,0.25,0,0,0.25,0.00066,0,0,1,1,cup,0.1749,0,0,0,0,0.96459
18.25232,0,91.854,Total cereal,0,0,1,57406100,0,0.82867,0.5,0,0,0.5,0.00057,0,0,1,2,single serving box,0.15026,0,0,0,0,0.82867
50.83439,0,117.3,Trix cereal,0,0,1,57407100,0,0.6042,0.25,0,0,0.25,0.00033,0,0,1,1,cup,0.18,8.6805,0,0,0,0
45.75095,0,105.57,Trix cereal,0,0,1,57407100,0,0.54378,0.5,0,0,0.5,0.0003,0,0,1,2,single serving box,0.162,7.81245,0,0,0,0
0,0,170,Shredded wheat cereal,0,0,1,57417000,0,1.7635,0.5,0,0,0.5,0,0,0,1,1,cup spoon size biscuits,0.16,0,0,0,0,1.7635
0,0,81.6,Shredded wheat cereal,0,0,1,57417000,0,0.84648,0.5,0,0,0.5,0,0,0,1,2,rectangular biscuit,0.0768,0,0,0,0,0.84648
15.98418,0,106.5,Wheaties cereal,0,0,1,57418000,0,0.8562,0.25,0,0,0.25,0.00013,0,0,1,1,cup,0.18,5.049,0,0,0,0.8562
0,0,31.32,"Wheat bran, unprocessed",0,0,0.25,57601100,0,0.51141,0.25,0,0,1,0,0,0,0.25,1,cup,0.09135,0,0,0,0,0
0,0,296.64,Beef burrito (no beans),0,0,1,58100100,0,1.4784,0.5,1.6416,0,0.5,0.00256,0,0,1,1,small burrito,4.6848,76.88736,0,0,0,0
0,0,330.86,Beef and bean burrito,0,0.37346,1,58100110,0,1.35468,0.5,1.01672,0,0.5,0.36573,0,0.04402,1,1,medium burrito,4.1038,70.37946,0,0,0.04402,0
0,0,689.04,Beef and cheese burrito (no beans),0,0,1,58100130,0,1.98198,0.5,2.19384,1.69884,0.5,0.00352,0,0,1,1,Taco Bell burrito,21.5028,315.62784,0,0,0,0
0,0,494.16,Beef and cheese burrito (no beans),0,0,1,58100130,0,1.42142,0.5,1.57336,1.21836,0.5,0.00252,0,0,1,2,medium burrito,15.4212,226.35936,0,0,0,0
0,0,670.65,"Beef, bean, and cheese burrito",0,0.5049,1,58100140,0,1.82325,0.5,1.3668,1.04295,0.5,0.49243,0,0.05865,1,1,Taco Bell burrito,17.799,267.4134,0,0,0.05865,0
0,0,615.42,"Beef, bean, and cheese burrito",0,0.46332,1,58100140,0,1.6731,0.5,1.25424,0.95706,0.5,0.45188,0,0.05382,1,2,medium burrito,16.3332,245.39112,0,0,0.05382,0
0,0,765.33,"Beef, bean, and cheese burrito",0,0.57618,1,58100140,0,2.08065,0.5,1.55976,1.19019,0.5,0.56195,0,0.06693,1,2,Taco Bell Big Beef,20.3118,305.16588,0,0,0.06693,0
0,0,339.04,"Beef taco (cheese, lettuce, tomato, salsa)",0,0,1,58101320,0,1.36268,0.5,1.48656,0.35697,0.5,0,0,0.49063,1,2,Taco Bell Grande,7.4654,136.29897,0,0,0.49063,0
0,0,262.2,Beef soft taco,0,0,1,58101400,0,1.19028,0.5,0.8924,0.21436,0.5,0.00266,0,0.08096,1,1,taco,4.7012,77.56704,0,0,0.08096,0
0,0,250.88,Chicken soft taco,0,0,1,58101450,0,1.16608,0.5,2.29248,0.11776,0.5,0.00199,0,0.20224,1,1,taco,2.8544,34.7328,0,0,0.20224,0
0,0,143.44,"Bean taco (cheese, lettuce, tomato, salsa)",0,0.20944,1,58101720,0,1.19028,0.5,0,0.14432,0.5,0.20357,0,0.22264,1,1,taco or tostada,2.244,47.19528,0,0,0.22176,0
0,0,366.56,"Taco salad with beef, cheese, corn chips",0,0,1,58101910,0,1.09736,0.5,1.66576,0.30856,0.5,1.80805,0,0.80736,1,1,salad (fast food order),7.7256,84.91896,0,0,0.80736,0
0,0,192.76,"Taco salad with beef, cheese, corn chips",0,0,1,58101910,0,0.57706,0.5,0.87596,0.16226,0.5,0.95079,0,0.42456,1,2,cup,4.0626,44.65566,0,0,0.42456,0
0,0,133,Tamale (with meat or chicken),0,0,1,58103110,0,0.8232,0.5,0.5684,0,0.5,0,0,0.0749,1,1,tamale,2.583,48.069,0,0,0.0749,0
0,0,471.7,Cheese nachos,0,0,1,58104100,0,2.17194,0.25,0,1.41298,0.25,2.37605,0,0,1,1,Taco Bell order,14.9672,176.60448,0,0,0,0
0,0,258.1,Cheese nachos,0,0,1,58104100,0,1.18842,0.25,0,0.77314,0.25,1.3001,0,0,1,2,cup,8.1896,96.63264,0,0,0,0
0,0,566.28,Beef and bean nachos,0,0.25542,1,58104180,0,2.84328,0.25,0.7326,0.70686,0.25,3.35984,0,0.22968,1,1,Nachos Supreme,11.7018,119.82168,0,0,0.2277,0
0,0,251.68,Beef and bean nachos,0,0.11352,1,58104180,0,1.26368,0.25,0.3256,0.31416,0.25,1.49326,0,0.10208,1,2,cup,5.2008,53.25408,0,0,0.1012,0
0,0,543.32,Chicken nachos,0,0,1,58104250,0,1.60176,0.25,3.8728,1.04152,0.25,1.75258,0,0,1,1,order,13.066,130.26708,0,0,0,0
0,0,251.43,Chicken nachos,0,0,1,58104250,0,0.74124,0.25,1.7922,0.48198,0.25,0.81103,0,0,1,2,cup,6.0465,60.28317,0,0,0,0
0,0,337.48,Beef chimachanga,0,0,1,58104510,0,1.01598,0.5,0.6018,0.43424,0.5,0.00184,0,0.2419,1,1,chimichanga,7.5402,195.2487,0,0,0.2419,0
0,0,558.15,Chicken chimichanga,0,0,1,58104530,0,1.76412,0.5,1.39995,0.75396,0.5,0.00325,0,0.33123,1,1,chimichanga,11.4741,309.76776,0,0,0.33123,0
0,0,631.35,Chicken chimichanga,0,0,1,58104530,0,1.99548,0.25,1.58355,0.85284,0.25,0.00368,0,0.37467,1,2,order (4 mini pieces),12.9789,350.39304,0,0,0.37467,0
0,0,498.42,Cheese quesadilla,0,0,1,58104710,0,2.33874,0.25,0,1.33622,0.25,1.00631,0,0.03692,1,1,quesadilla,13.774,207.2277,0,0,0.03692,0
0,0,605.36,Meat and cheese quesadilla,0,0,1,58104730,0,2.32944,0.25,1.40024,1.33032,0.25,1.003,0,0.0368,1,1,quesadilla,16.1736,231.9228,0,0,0.0368,0
0,0,153,Fried pork chop (eat lean only),0,0,1,22101220,0,0,0.5,2.23448,0,0.5,0.12119,0,0,1,1,medium,2.7608,26.40168,0,0,0,0
0,0,220.5,Fried pork chop (eat lean only),0,0,1,22101220,0,0,0.5,3.22028,0,0.5,0.17466,0,0,1,2,large,3.9788,38.04948,0,0,0,0
0,0,83.25,Fried pork chop (eat lean only),0,0,1,22101220,0,0,0.5,1.21582,0,0.5,0.06594,0,0,1,2,small or thin cut,1.5022,14.36562,0,0,0,0
0,0,234,Fried pork chop (eat lean only),0,0,4,22101220,0,0,1,4,0,0.25,0.18535,0,0,4,2,ounces after cooking,4.2224,40.37904,0,0,0,0
3.68251,0,304.32,Breaded pork chop (eat lean & fat),0,0,1,22101310,0,0.98496,0.5,2.18784,0,0.5,1.02677,0,0,1,1,medium,5.424,69.73344,0.0048,0,0,0
5.33196,0,440.63,Breaded pork chop (eat lean & fat),0,0,1,22101310,0,1.42614,0.5,3.16781,0,0.5,1.48668,0,0,1,2,large,7.8535,100.96821,0.00695,0,0,0
1.99469,0,164.84,Breaded pork chop (eat lean & fat),0,0,1,22101310,0,0.53352,0.5,1.18508,0,0.5,0.55617,0,0,1,2,small or thin cut,2.938,37.77228,0.0026,0,0,0
4.34996,0,359.478,Breaded pork chop (eat lean & fat),0,0,4,22101310,0,1.16348,1,2.58439,0,0.25,1.21288,0,0,4,2,ounces after cooking,6.4071,82.37263,0.00567,0,0,0
3.17278,0,226.4,Breaded pork chop (eat lean only),0,0,1,22101320,0,0.8488,0.5,1.8776,0,0.5,0.97867,0,0,1,1,medium,3.048,29.412,0.004,0,0,0
4.64019,0,331.11,Breaded pork chop (eat lean only),0,0,1,22101320,0,1.24137,0.5,2.74599,0,0.5,1.4313,0,0,1,2,large,4.4577,43.01505,0.00585,0,0,0
1.74503,0,124.52,Breaded pork chop (eat lean only),0,0,1,22101320,0,0.46684,0.5,1.03268,0,0.5,0.53827,0,0,1,2,small or thin cut,1.6764,16.1766,0.0022,0,0,0
4.75917,0,339.6,Breaded pork chop (eat lean only),0,0,4,22101320,0,1.2732,1,2.8164,0,0.25,1.468,0,0,4,2,ounces after cooking,4.572,44.118,0.006,0,0,0
0,0,195.048,Roast pork tenderloin,0,0,4,22210400,0,0,1,4,0,0.25,0,0,0,4,1,ounces after cooking,2.40408,0,0,0,0,0
0,0,65.94,Smoked ham (lean),0,0,1,22311020,0,0,0.5,1.48134,0,0.5,0,0,0,1,1,medium slice,0.7728,0,0,0,0,0
0,0,98.91,Smoked ham (lean),0,0,1,22311020,0,0,0.5,2.22201,0,0.5,0,0,0,1,2,thick slice,1.1592,0,0,0,0,0
0,0,32.97,Smoked ham (lean),0,0,1,22311020,0,0,1,0.74067,0,1,0,0,0,1,2,thin slice,0.3864,0,0,0,0,0
0,0,178.038,Smoked ham (lean),0,0,4,22311020,0,0,1,4,0,0.25,0,0,0,4,2,"ounces, boneless",2.08656,0,0,0,0,0
0,0,87.36,Roast pork (lean),0,0,1,22401020,0,0,0.5,1.4763,0,0.5,0,0,0,1,1,medium slice,1.4658,1.45152,0,0,0,0
0,0,131.04,Roast pork (lean),0,0,1,22401020,0,0,0.5,2.21445,0,0.5,0,0,0,1,2,thick slice,2.1987,2.17728,0,0,0,0
0,0,43.68,Roast pork (lean),0,0,1,22401020,0,0,1,0.73815,0,1,0,0,0,1,2,thin slice,0.7329,0.72576,0,0,0,0
0,0,235.872,Roast pork (lean),0,0,4,22401020,0,0,1,4,0,0.25,0,0,0,4,2,"ounces, boneless",3.95766,3.9191,0,0,0,0
0,0,42.55,Canadian bacon,0,0,1,22501010,0,0,0.5,0.81121,0,0.5,0,0,0,1,1,slice,0.6532,0,0,0,0,0
0,0,51.8,Canadian bacon,0,0,1,22501010,0,0,0.5,4,0,0.5,0,0,0,1,2,ounce,0.7952,0,0,0,0,0
0,0,43.28,Bacon,0,0,1,22601000,0,0,1,0.18112,0,1,0,0,0,1,1,"medium slice, cooked",1.0992,25.79328,0,0,0,0
0,0,64.92,Bacon,0,0,1,22601000,0,0,1,0.27168,0,1,0,0,0,1,2,"thick slice, cooked",1.6488,38.68992,0,0,0,0
0,0,27.05,Bacon,0,0,1,22601000,0,0,1,0.1132,0,1,0,0,0,1,2,"thin slice, cooked",0.687,16.1208,0,0,0,0
0,0,533.25,Pork spareribs (eat lean & fat),0,0,1,22701010,0,0,0.5,3.66525,0,0.5,0,0,0,1,1,large cut (3 ribs),14.9445,280.28835,0,0,0,0
0,0,177.75,Pork spareribs (eat lean & fat),0,0,1,22701010,0,0,1,1.22175,0,1,0,0,0,1,2,large rib,4.9815,93.42945,0,0,0,0
0,0,138.25,Pork spareribs (eat lean & fat),0,0,1,22701010,0,0,1,0.95025,0,1,0,0,0,1,2,medium rib,3.8745,72.66735,0,0,0,0
0,0,98.75,Pork spareribs (eat lean & fat),0,0,1,22701010,0,0,1,0.67875,0,1,0,0,0,1,2,small rib,2.7675,51.90525,0,0,0,0
0,0,205,Pork spareribs (eat lean only),0,0,1,22701020,0,0,0.5,3.524,0,0.5,0,0,0,1,1,large cut (3 ribs),3.65,1.17,0,0,0,0
0,0,67.65,Pork spareribs (eat lean only),0,0,1,22701020,0,0,1,1.16292,0,1,0,0,0,1,2,large rib,1.2045,0.3861,0,0,0,0
0,0,53.3,Pork spareribs (eat lean only),0,0,1,22701020,0,0,1,0.91624,0,1,0,0,0,1,2,medium rib,0.949,0.3042,0,0,0,0
0,0,36.9,Pork spareribs (eat lean only),0,0,1,22701020,0,0,1,0.63432,0,1,0,0,0,1,2,small rib,0.657,0.2106,0,0,0,0
2.17804,0,124,BBQ spareribs & sauce (eat lean & fat),0,0,1,22701040,0,0.0368,1,0.7404,0,1,0.00027,0,0.0024,1,1,medium rib,3.224,60.7248,0,0,0.0024,0
2.83145,0,161.2,BBQ spareribs & sauce (eat lean & fat),0,0,1,22701040,0,0.04784,1,0.96252,0,1,0.00035,0,0.00312,1,2,large rib,4.1912,78.94224,0,0,0.00312,0
1.57908,0,89.9,BBQ spareribs & sauce (eat lean & fat),0,0,1,22701040,0,0.02668,1,0.53679,0,1,0.00019,0,0.00174,1,2,small rib,2.3374,44.02548,0,0,0.00174,0
1.63353,0,66.3,BBQ spareribs & sauce (eat lean only),0,0,1,22701050,0,0.0276,1,0.6756,0,1,0.0002,0,0.0018,1,1,medium rib,1.212,14.1345,0,0,0.0018,0
2.06913,0,83.98,BBQ spareribs & sauce (eat lean only),0,0,1,22701050,0,0.03496,1,0.85576,0,1,0.00025,0,0.00228,1,2,large rib,1.5352,17.9037,0,0,0.00228,0
1.14347,0,46.41,BBQ spareribs & sauce (eat lean only),0,0,1,22701050,0,0.01932,1,0.47292,0,1,0.00014,0,0.00126,1,2,small rib,0.8484,9.89415,0,0,0.00126,0
0,0,174.4,Fried pork rinds,0,0,1,22709010,0,0,0.25,0.85472,0,0.25,0,0,0,1,1,"cup, pieces",3.6384,75.38112,0,0,0,0
0,0,310.65,Fried pork rinds,0,0,1,22709010,0,0,0.25,1.52247,0,0.25,0,0,0,1,2,bag (2 oz),6.4809,134.27262,0,0,0,0
0,0,223.6,Lamb chop,0,0,1,23101020,0,0,0.5,3.62024,0,0.5,0,0,0,1,1,large chop,4.004,13.16952,0,0,0,0
0,0,167.7,Lamb chop,0,0,1,23101020,0,0,0.5,2.71518,0,0.5,0,0,0,1,2,medium chop,3.003,9.87714,0,0,0,0
0,0,111.8,Lamb chop,0,0,1,23101020,0,0,0.5,1.81012,0,0.5,0,0,0,1,2,small chop,2.002,6.58476,0,0,0,0
0,0,243.81,Lamb chop,0,0,4,23101020,0,0,1,4,0,0.25,0,0,0,4,2,ounces after cooking,4.3659,14.35984,0,0,0,0
0,0,230.05,Broiled veal chop,0,0,1,23203110,0,0,0.5,3.65191,0,0.5,0,0,0,1,1,medium,5.58112,3.55775,0,0,0,0
0,0,292.4,Broiled veal chop,0,0,1,23203110,0,0,0.5,4.64168,0,0.5,0,0,0,1,2,large,7.09376,4.522,0,0,0,0
0,0,197.8,Broiled veal chop,0,0,4,23203110,0,0,1,3.13996,0,0.25,0,0,0,4,2,ounces after cooking,4.79872,3.059,0,0,0,0
0,0,139.37,"Veal cutlet or steak, fried",0,0,1,23205030,0,0,0.5,2.68191,0,0.5,0.08675,0,0,1,1,cutlet,0.9779,0,0,0,0,0
0,0,205.254,"Veal cutlet or steak, fried",0,0,4,23205030,0,0,1,3.94972,0,0.25,0.12776,0,0,4,2,ounces after cooking,1.44018,0,0,0,0,0
0,0,96.6,Roasted veal,0,0,1,23210020,0,0,0.5,1.44774,0,0.5,0,0,0,1,1,medium slice,1.79004,0.97146,0,0,0,0
0,0,144.9,Roasted veal,0,0,1,23210020,0,0,0.5,2.17161,0,0.5,0,0,0,1,2,thick slice,2.68506,1.45719,0,0,0,0
0,0,48.3,Roasted veal,0,0,1,23210020,0,0,1,0.72387,0,1,0,0,0,1,2,thin slice,0.89502,0.48573,0,0,0,0
0,0,260.82,Roasted veal,0,0,4,23210020,0,0,1,3.9089,0,0.25,0,0,0,4,2,"ounces, boneless",4.83311,2.62294,0,0,0,0
0,0,215.46,Roasted venison,0,0,4,23321100,0,0,1,4,0,0.25,0,0,0,4,1,ounces after cooking,2.19996,0,0,0,0,0
0,0,249.4,Battered fried chicken (eat skin),0,0,1,24107010,0,0.68972,0.5,2.00724,0.00774,0.5,0,0,0,1,1,medium piece,3.7066,85.16322,0,0,0,0
0,0,406,Battered fried chicken (eat skin),0,0,1,24107010,0,1.1228,0.5,3.2676,0.0126,0.5,0,0,0,1,2,large piece,6.034,138.6378,0,0,0,0
0,0,142.1,Battered fried chicken (eat skin),0,0,1,24107010,0,0.39298,1,1.14366,0.00441,1,0,0,0,1,2,small piece,2.1119,48.52323,0,0,0,0
0,0,328.86,Battered fried chicken (eat skin),0,0,4,24107010,0,0.90947,1,2.64676,0.01021,0.25,0,0,0,4,2,ounces after cooking,4.88754,112.29662,0,0,0,0
0,0,191.1,Baked chicken breast (eat skin),0,0,1,24122110,0,0,0.5,3.45646,0,0.5,0,0,0,1,1,medium breast,2.1266,0,0,0,0,0
0,0,302.25,Baked chicken breast (eat skin),0,0,1,24122110,0,0,0.5,5.46685,0,0.5,0,0,0,1,2,white meat quarter,3.3635,0,0,0,0,0
0,0,216.45,Baked chicken breast (eat skin),0,0,1,24122110,0,0,0.5,3.91497,0,0.5,0,0,0,1,2,large breast,2.4087,0,0,0,0,0
0,0,163.8,Baked chicken breast (eat skin),0,0,1,24122110,0,0,0.5,2.96268,0,0.5,0,0,0,1,2,small breast,1.8228,0,0,0,0,0
0,0,221.13,Baked chicken breast (eat skin),0,0,4,24122110,0,0,1,4,0,0.25,0,0,0,4,2,ounces after cooking,2.46078,0,0,0,0,0
0,0,141.04,Baked chicken breast (no skin),0,0,1,24122120,0,0,0.5,3.03322,0,0.5,0,0,0,1,1,medium breast,0.86,0,0,0,0,0
